st pl ch r c p0 p1 p2 p3
0 0 2 0 0 -1.000 -1.000 -1.000 -1.000
0 0 2 0 1 -1.000 -1.000 -1.000 -1.000
0 0 2 0 2 -1.000 -1.000 -1.000 -1.000
0 0 2 0 3 -1.000 -1.000 -1.000 -1.000
0 0 2 0 4 -1.000 -1.000 -1.000 -1.000
0 0 2 0 5 -1.000 -1.000 -1.000 -1.000
0 0 2 0 6 -1.000 -1.000 -1.000 -1.000
0 0 2 0 7 -1.000 -1.000 -1.000 -1.000
0 0 2 0 8 -1.000 -1.000 -1.000 -1.000
0 0 2 0 9 -1.000 -1.000 -1.000 -1.000
0 0 2 0 10 -1.000 -1.000 -1.000 -1.000
0 0 2 0 11 -1.000 -1.000 -1.000 -1.000
0 0 2 0 12 -1.000 -1.000 -1.000 -1.000
0 0 2 0 13 -1.000 -1.000 -1.000 -1.000
0 0 2 0 14 -1.000 -1.000 -1.000 -1.000
0 0 2 0 15 -1.000 -1.000 -1.000 -1.000
0 0 2 0 16 -1.000 -1.000 -1.000 -1.000
0 0 2 0 17 -1.000 -1.000 -1.000 -1.000
0 0 2 0 18 -1.000 -1.000 -1.000 -1.000
0 0 2 0 19 -1.000 -1.000 -1.000 -1.000
0 0 2 0 20 -1.000 -1.000 -1.000 -1.000
0 0 2 0 21 -1.000 -1.000 -1.000 -1.000
0 0 2 0 22 -1.000 -1.000 -1.000 -1.000
0 0 2 0 23 -1.000 -1.000 -1.000 -1.000
0 0 2 0 24 -1.000 -1.000 -1.000 -1.000
0 0 2 0 25 -1.000 -1.000 -1.000 -1.000
0 0 2 0 26 -1.000 -1.000 -1.000 -1.000
0 0 2 0 27 -1.000 -1.000 -1.000 -1.000
0 0 2 0 28 -1.000 -1.000 -1.000 -1.000
0 0 2 0 29 -1.000 -1.000 -1.000 -1.000
0 0 2 0 30 -1.000 -1.000 -1.000 -1.000
0 0 2 0 31 -1.000 -1.000 -1.000 -1.000
0 0 2 0 32 -1.000 -1.000 -1.000 -1.000
0 0 2 0 33 -1.000 -1.000 -1.000 -1.000
0 0 2 0 34 -1.000 -1.000 -1.000 -1.000
0 0 2 0 35 -1.000 -1.000 -1.000 -1.000
0 0 2 0 36 -1.000 -1.000 -1.000 -1.000
0 0 2 0 37 -1.000 -1.000 -1.000 -1.000
0 0 2 0 38 -1.000 -1.000 -1.000 -1.000
0 0 2 0 39 -1.000 -1.000 -1.000 -1.000
0 0 2 0 40 -1.000 -1.000 -1.000 -1.000
0 0 2 0 41 -1.000 -1.000 -1.000 -1.000
0 0 2 0 42 -1.000 -1.000 -1.000 -1.000
0 0 2 0 43 -1.000 -1.000 -1.000 -1.000
0 0 2 0 44 -1.000 -1.000 -1.000 -1.000
0 0 2 0 45 -1.000 -1.000 -1.000 -1.000
